Timestamp,"INFORMED CONSENT
By ticking the box below, I confirm that:
  (1)  I have read and understood the Participant Information Sheet.
  (2)  I understand that my participation is voluntary and that I may withdraw at any time without penalty.
  (3)  I understand",Time Start,Gender,State / Federal Territory,Which module are you currently enrolled in?,"How often do you use AI tools (e.g., ChatGPT, Copilot, Gemini) for your physics learning?",What AI tools have you used for your physics learning? ,"Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B1] I am interested in using artificially intelligent systems in my daily physics learning","Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B2] Artificial intelligence can have positive impacts on students' understanding of physic","Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B3] Artificial intelligence is exciting for physics education.]","Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B4] Much of society will benefit from a future full of artificial intelligence in STEM fie","Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B5] I would like to use artificial intelligence in my own physics learning.]","Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B6] I find artificial intelligence sinister.]","Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B7] Artificial intelligence might take control of how students learn physics.]","Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B8] I think artificial intelligence is dangerous for authentic physics learning.]","Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B9] I shiver with discomfort when I think about future uses of artificial intelligence in ","Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B10] People like me will suffer if artificial intelligence is used more and more in physic","Review the statements above, if there are any statements are confusing or ambiguous, please recommend another wording, you may indicate which statement using the statement number (e.g. [B1]).","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedback t","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedbac2","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedbac3","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedbac4","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedbac5","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedbac6","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedbac7","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedbac8","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedbac9","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedbac10","Review the statements above, if there are any statements are confusing or ambiguous, please recommend another wording, you may indicate which statement using the statement number (e.g. [C1]).","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on ","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based 11","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based 12","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based 13","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based 14","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based 15","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based 16","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based 17","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based 18","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based 19","Review the statements above, if there are any statements are confusing or ambiguous, please recommend another wording, you may indicate which statement using the statement number (e.g. [D1]).",Time of Completion
4/22/2026 12:45,"Yes, I consent to participate in this study.",12:42:00 PM,Female,Sarawak,Sains Hayat,Often,"ChatGPT, Dola",Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,-,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,-,12:45:00 AM
4/22/2026 12:48,"Yes, I consent to participate in this study.",12:43:00 PM,Female,Sarawak,Sains Hayat,Often,"ChatGPT,deepseek, Gemini",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,-,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,-,12:48:00 AM
4/22/2026 12:49,"Yes, I consent to participate in this study.",12:46:00 PM,Male,Sarawak,Sains Hayat,Very Often,"Gemini, chatgpt",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,No,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,No,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,12:49:00 PM
4/22/2026 12:49,"Yes, I consent to participate in this study.",12:45:00 PM,Female,Sarawak,Sains Hayat,Rarely,ChatGPT and Gemini,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,-,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,-,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-,12:50:00 PM
4/22/2026 12:51,"Yes, I consent to participate in this study.",12:44:00 PM,Male,Sarawak,Sains Fizikal,Often,"Chat Gpt, Gemini",Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,no,Agree,Strongly Agree,Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Agree,no,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,no,12:51:00 PM
4/22/2026 12:52,"Yes, I consent to participate in this study.",12:48:00 PM,Male,Sarawak,Sains Hayat,Sometimes,Gemini,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,-,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,-,12:52:00 PM
4/22/2026 12:52,"Yes, I consent to participate in this study.",12:49:00 PM,Male,Sarawak,Sains Fizikal,Very Often,Gemini,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,No,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,No,12:52:00 PM
4/22/2026 12:54,"Yes, I consent to participate in this study.",12:48:00 PM,Female,Sarawak,Sains Hayat,Often,Gemini,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,-,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,-,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,-,12:54:00 AM
4/22/2026 12:54,"Yes, I consent to participate in this study.",12:50:00 PM,Male,Sarawak,Sains Hayat,Often,ChatGPT and Gemini,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,everything is fine,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,everything is good ,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,everything is fine,12:55:00 PM
4/22/2026 12:55,"Yes, I consent to participate in this study.",12:51:00 PM,Male,Sarawak,Sains Hayat,Often,"Chatgpt, Gemini, Gauth",Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,-,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,-,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,-,12:55:00 AM
4/22/2026 12:57,"Yes, I consent to participate in this study.",12:52:00 PM,Female,Sarawak,Sains Hayat,Often,Gauth,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,.,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,.,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,.,12:56:00 PM
